player_total,dealer_card,soft,win_prob,best_move
18,10,0,0.331,0
6,11,0,0.2045,1
8,8,0,0.327,1
16,4,1,0.478,1
13,8,0,0.298,1
20,7,1,0.856,0
20,10,0,0.545,0
16,10,0,0.201,0
6,6,0,0.4345,0
9,6,0,0.541,1
16,9,0,0.239,0
7,5,0,0.4425,1
17,10,0,0.202,0
14,10,0,0.211,1
13,10,0,0.2205,1
8,2,0,0.414,1
10,10,0,0.375,1
18,11,0,0.2525,0
19,10,0,0.456,0
20,4,0,0.757,0
14,6,0,0.466,0
13,2,0,0.3435,0
18,7,0,0.6415,0
21,10,1,0.8685,0
14,3,0,0.371,0
18,4,1,0.519,0
20,9,0,0.8195,0
16,3,0,0.382,0
9,10,0,0.322,1
13,8,0,0.2935,1
13,3,0,0.3795,0
10,6,0,0.5925,1
18,10,0,0.324,0
6,6,0,0.4445,1
13,3,0,0.381,0
19,2,0,0.6095,0
17,3,0,0.3855,0
16,2,0,0.3335,0
10,10,0,0.411,1
13,11,1,0.2775,1
15,9,0,0.243,0
14,9,0,0.264,1
18,7,0,0.633,0
17,7,0,0.2625,0
12,10,0,0.2545,1
19,10,0,0.448,0
18,7,0,0.6305,0
16,2,0,0.3465,0
13,10,0,0.2475,1
17,7,0,0.269,0
17,8,0,0.2335,1
21,8,1,0.93,0
14,10,0,0.23,1
16,3,0,0.366,0
13,10,0,0.2345,1
15,7,0,0.289,1
17,5,0,0.422,0
19,9,0,0.4725,0
15,11,0,0.2135,0
10,10,0,0.4,1
16,11,0,0.198,0
14,10,0,0.2235,0
12,4,0,0.386,0
14,10,0,0.228,1
15,9,1,0.365,1
12,10,0,0.27,1
14,7,0,0.318,1
20,10,0,0.5405,0
11,5,0,0.6265,1
7,5,0,0.4245,1
20,6,0,0.7855,0
16,5,0,0.432,0
16,10,0,0.2005,0
18,5,0,0.558,0
20,10,0,0.528,0
11,3,0,0.5835,1
9,10,0,0.3135,1
13,6,0,0.4615,0
18,5,1,0.548,1
19,7,0,0.7705,0
20,6,0,0.779,0
19,8,0,0.738,0
15,9,0,0.2405,1
10,10,0,0.3995,1
10,11,0,0.345,1
21,5,1,0.8835,0
20,10,0,0.558,0
10,8,0,0.5215,1
14,4,1,0.513,1
11,10,0,0.463,1
15,3,0,0.3605,0
12,11,0,0.2025,1
14,8,0,0.27,1
8,3,0,0.4445,1
20,10,0,0.5405,0
11,8,0,0.5465,1
13,9,0,0.281,1
16,10,0,0.2165,0
14,8,0,0.2635,1
16,10,1,0.3215,1
20,10,1,0.551,0
13,5,0,0.3945,0
15,3,0,0.3545,0
16,9,0,0.2265,1
17,10,1,0.327,1
18,9,0,0.3535,0
20,10,0,0.524,0
15,2,1,0.455,1
18,5,0,0.541,0
12,2,0,0.3495,0
17,10,0,0.206,0
6,10,0,0.2215,1
6,10,0,0.222,1
17,10,0,0.221,0
15,8,0,0.257,0
13,8,0,0.3015,1
21,10,1,0.8835,0
10,10,0,0.4345,1
9,10,0,0.314,1
13,10,0,0.2195,1
18,2,0,0.489,0
7,7,0,0.293,1
12,11,0,0.23,1
11,9,0,0.4975,1
16,8,1,0.3805,1
19,5,0,0.6395,0
10,10,0,0.399,1
10,7,0,0.5635,1
12,2,0,0.3665,0
21,6,1,0.907,0
6,5,0,0.44,0
9,4,0,0.506,1
19,10,0,0.434,0
13,4,1,0.4735,1
13,5,0,0.41,0
12,8,0,0.319,1
15,10,0,0.2105,0
18,10,1,0.349,1
6,7,0,0.261,0
7,10,0,0.2185,1
20,2,0,0.7485,0
12,4,0,0.3945,0
21,5,1,0.894,0
13,6,0,0.4515,0
20,6,0,0.775,0
10,10,0,0.395,1
17,10,0,0.21,0
14,7,0,0.298,1
14,3,0,0.393,0
12,2,0,0.3585,0
17,10,0,0.2175,0
12,10,0,0.254,1
20,7,0,0.847,0
19,11,0,0.3845,0
12,9,0,0.2655,1
9,11,0,0.2835,1
18,6,0,0.5385,0
19,10,0,0.4435,0
16,11,0,0.1975,0
20,10,0,0.5505,0
13,4,0,0.4065,0
14,4,0,0.393,0
12,10,0,0.2425,1
16,10,0,0.2205,0
16,7,0,0.2745,0
12,2,0,0.3565,0
14,4,0,0.387,0
15,4,0,0.4015,0
12,5,0,0.435,0
10,10,0,0.373,1
11,3,0,0.587,1
18,10,0,0.3295,0
5,10,0,0.217,0
13,10,0,0.2225,1
20,10,0,0.568,0
12,6,0,0.4455,0
20,3,0,0.764,0
13,8,0,0.2965,1
16,10,1,0.306,1
20,10,0,0.567,0
18,10,0,0.334,0
17,10,1,0.329,1
15,3,0,0.3865,0
12,11,0,0.2075,1
19,11,0,0.3845,0
11,7,0,0.589,1
18,6,1,0.5575,0
20,10,0,0.529,0
19,6,1,0.662,0
10,7,0,0.5655,1
15,10,0,0.2215,0
16,7,0,0.269,0
12,11,0,0.2135,1
17,9,0,0.228,0
11,8,0,0.559,1
16,11,0,0.1935,0
17,10,1,0.321,1
20,10,0,0.5505,0
21,2,1,0.8775,0
10,9,0,0.4925,1
16,10,0,0.211,0
21,10,1,0.886,0
15,2,0,0.3565,0
16,4,0,0.4005,0
19,2,0,0.619,0
17,10,1,0.3185,1
13,10,0,0.244,1
13,9,0,0.2655,1
11,9,0,0.52,1
15,11,0,0.193,0
13,11,0,0.2105,1
11,9,0,0.512,1
12,10,0,0.2565,1
17,2,0,0.3405,0
11,10,0,0.4725,1
19,10,0,0.4375,0
17,10,1,0.343,1
17,10,0,0.211,0
10,10,0,0.411,1
8,5,0,0.4805,1
17,2,1,0.4585,1
19,8,1,0.733,0
16,6,1,0.544,1
17,3,0,0.393,0
14,10,0,0.208,1
12,5,0,0.4105,0
20,9,0,0.8285,0
20,10,0,0.532,0
18,10,0,0.3265,0
15,6,1,0.5245,1
16,6,1,0.522,1
8,9,0,0.279,1
13,10,0,0.243,1
15,10,0,0.224,0
9,5,0,0.529,1
13,3,0,0.377,0
20,8,0,0.8665,0
17,10,0,0.2115,0
13,7,1,0.421,1
17,11,0,0.2095,0
21,9,1,0.946,0
9,2,0,0.4775,1
7,9,0,0.238,1
11,6,0,0.636,1
14,5,0,0.407,0
13,6,0,0.4575,0
10,11,0,0.345,1
14,10,0,0.2185,0
13,4,0,0.394,0
20,10,0,0.543,0
18,4,0,0.539,0
19,5,1,0.6585,0
10,11,0,0.321,1
6,10,0,0.205,1
11,2,0,0.5885,1
6,10,0,0.206,1
15,10,0,0.226,0
14,2,0,0.346,0
7,8,0,0.2535,1
19,10,0,0.438,0
17,9,0,0.2225,0
20,9,0,0.829,0
19,3,0,0.643,0
14,9,0,0.255,1
17,11,0,0.197,0
18,3,0,0.5,0
19,4,1,0.6555,0
11,8,0,0.54,1
20,4,0,0.7795,0
20,7,0,0.845,0
18,4,0,0.534,0
17,11,0,0.2255,0
12,7,0,0.335,1
9,4,0,0.5235,1
12,7,0,0.3515,1
15,4,0,0.401,0
10,5,0,0.588,1
17,10,0,0.216,0
13,5,0,0.4205,0
17,5,0,0.415,0
17,3,0,0.38,0
17,3,0,0.3805,0
5,2,0,0.371,0
11,2,0,0.5975,1
19,9,0,0.4855,0
13,8,0,0.2895,1
14,3,0,0.3925,0
12,10,0,0.23,1
6,3,0,0.3925,0
13,6,0,0.4395,0
20,9,0,0.8095,0
13,10,0,0.228,0
8,6,0,0.5005,1
20,9,0,0.8155,0
7,4,0,0.407,1
9,7,0,0.5015,1
17,2,0,0.37,0
11,10,0,0.48,1
17,9,0,0.233,0
11,2,0,0.587,1
9,8,0,0.4265,1
12,7,0,0.342,1
20,2,0,0.7655,0
16,4,0,0.3995,0
10,2,0,0.546,1
12,7,0,0.365,1
20,2,0,0.753,0
13,7,1,0.4245,1
12,7,0,0.348,1
10,10,0,0.3745,1
12,10,0,0.234,1
16,10,0,0.228,0
14,4,0,0.4005,0
20,4,0,0.76,0
15,2,0,0.3535,0
12,9,0,0.264,1
20,11,0,0.5085,0
20,10,0,0.554,0
13,2,1,0.4635,1
15,3,0,0.388,0
21,4,1,0.8885,0
19,10,0,0.42,0
20,8,0,0.8625,0
19,9,0,0.4655,0
11,2,0,0.575,1
20,4,0,0.764,0
20,8,0,0.866,0
11,10,0,0.4835,1
14,9,0,0.259,1
13,9,0,0.2715,1
19,7,1,0.7645,0
12,2,0,0.354,0
15,3,0,0.371,0
14,6,0,0.4405,0
18,5,0,0.55,0
19,2,1,0.609,0
12,5,0,0.4085,0
18,10,0,0.3035,0
10,10,0,0.3855,1
18,2,0,0.501,0
18,10,0,0.325,0
8,4,0,0.4585,1
19,2,0,0.617,0
12,10,0,0.2315,1
15,7,1,0.4215,1
13,6,0,0.4405,0
19,10,0,0.448,0
17,7,0,0.2535,0
21,10,1,0.88,0
12,4,0,0.406,0
12,7,0,0.348,1
21,10,1,0.894,0
18,5,0,0.536,0
20,11,0,0.513,0
8,2,0,0.4185,1
19,8,0,0.731,0
13,10,0,0.2325,1
20,10,0,0.569,0
14,11,0,0.197,1
5,10,0,0.203,1
14,5,0,0.4065,0
11,4,0,0.599,1
13,10,0,0.228,1
10,3,0,0.566,1
19,4,0,0.648,0
14,11,1,0.2805,1
19,10,0,0.429,0
19,10,0,0.4335,0
12,10,0,0.2645,1
20,10,0,0.5405,0
20,2,0,0.7595,0
12,5,0,0.3905,0
16,2,0,0.3395,0
13,6,0,0.4325,0
13,7,0,0.332,1
19,8,1,0.731,0
20,6,0,0.78,0
15,2,0,0.3715,0
17,10,0,0.2035,0
17,4,0,0.418,0
11,10,0,0.439,1
9,6,0,0.5425,1
17,10,0,0.2055,0
19,11,1,0.3825,0
20,11,0,0.5145,0
12,7,0,0.345,1
13,9,0,0.2615,1
18,10,0,0.324,0
20,11,0,0.497,0
13,4,0,0.413,0
14,11,0,0.196,0
12,6,0,0.4425,0
15,4,0,0.409,0
16,11,1,0.285,1
20,10,0,0.5315,0
18,8,0,0.3625,0
13,2,0,0.3635,0
13,10,0,0.2395,1
10,10,0,0.411,1
10,7,0,0.544,1
14,9,1,0.353,1
12,8,0,0.3495,1
20,9,0,0.8225,0
12,10,0,0.2665,1
21,11,1,0.6245,0
21,3,1,0.885,0
21,10,1,0.893,0
12,10,0,0.239,1
14,5,1,0.5215,1
5,3,0,0.3895,1
16,11,0,0.201,0
20,3,0,0.771,0
15,10,0,0.209,0
12,7,0,0.3355,1
7,8,0,0.261,1
14,10,0,0.2185,0
20,3,0,0.7575,0
17,5,1,0.513,1
16,4,0,0.399,0
5,10,0,0.205,0
10,10,0,0.3795,1
13,10,0,0.23,1
17,5,0,0.408,0
20,10,0,0.53,0
19,3,1,0.649,0
17,3,0,0.3795,0
17,2,0,0.353,0
12,8,0,0.31,1
16,6,1,0.5205,1
20,10,0,0.5615,0
13,10,0,0.2345,1
13,7,0,0.3185,1
9,8,0,0.461,1
11,10,0,0.4625,1
21,8,1,0.934,0
16,10,0,0.201,0
10,9,0,0.492,1
19,10,0,0.445,0
16,6,0,0.448,0
17,2,1,0.443,1
12,7,0,0.344,1
12,10,0,0.2355,1
21,2,1,0.873,0
20,10,0,0.5525,0
17,4,0,0.416,0
8,10,0,0.269,1
9,6,0,0.562,1
15,11,0,0.195,0
20,6,1,0.784,0
15,2,0,0.3645,0
9,10,0,0.3345,1
15,7,0,0.264,0
15,5,0,0.434,0
14,2,0,0.35,0
8,10,0,0.2645,1
12,9,0,0.28,1
14,2,0,0.353,0
20,2,0,0.7595,0
21,3,1,0.8915,0
20,11,1,0.507,0
12,10,0,0.2545,1
17,3,0,0.373,0
17,7,0,0.2505,0
21,5,1,0.8915,0
20,5,0,0.7805,0
15,9,0,0.232,0
18,10,1,0.3555,1
18,10,1,0.3305,0
12,9,0,0.296,1
17,4,0,0.399,0
18,11,1,0.2685,1
13,11,0,0.204,1
21,10,1,0.8835,0
14,6,0,0.431,0
19,11,1,0.3765,0
15,11,0,0.197,0
17,10,0,0.2185,0
14,7,0,0.3,1
8,8,0,0.327,1
16,9,0,0.2235,0
5,5,0,0.4195,0
17,10,0,0.2095,0
10,11,0,0.3535,1
13,10,0,0.2405,1
10,11,0,0.348,1
21,7,1,0.927,0
15,10,0,0.212,1
12,7,0,0.3415,1
15,2,0,0.3495,0
12,11,0,0.2125,0
18,10,0,0.3115,0
20,10,0,0.5505,0
18,9,0,0.347,0
14,10,0,0.218,0
20,10,0,0.557,0
14,10,0,0.2115,1
15,10,1,0.3225,1
9,5,0,0.5285,1
15,5,0,0.3985,0
20,11,0,0.5145,0
13,2,0,0.3515,0
17,2,0,0.365,0
19,6,1,0.6635,0
15,2,0,0.3495,0
17,3,0,0.3895,0
13,10,0,0.2255,1
16,10,0,0.2155,0
13,8,0,0.3085,1
16,7,0,0.2715,1
10,8,0,0.549,1
12,9,0,0.2895,1
12,6,0,0.45,0
10,10,0,0.404,1
13,10,0,0.255,1
12,2,0,0.3605,1
20,7,0,0.8725,0
20,10,0,0.542,0
9,10,0,0.316,1
15,11,0,0.2,0
10,7,0,0.559,1
21,10,1,0.8915,0
11,10,0,0.4775,1
15,10,0,0.2325,0
16,3,1,0.4485,1
15,10,1,0.3115,1
12,2,0,0.3645,1
16,2,0,0.3655,0
17,2,1,0.462,1
18,5,0,0.526,0
17,4,0,0.4075,0
18,9,1,0.4,1
9,3,0,0.5025,1
17,10,1,0.326,1
7,8,0,0.2635,1
18,3,0,0.512,0
15,5,0,0.4,0
12,2,0,0.3725,0
11,10,0,0.488,1
15,5,0,0.43,0
10,10,0,0.4045,1
12,10,0,0.246,1
6,4,0,0.395,1
10,10,0,0.3715,1
12,8,0,0.3165,1
17,5,0,0.3975,0
14,9,0,0.2565,1
18,2,1,0.4985,1
15,6,0,0.4385,0
20,10,0,0.5325,0
16,10,0,0.2125,0
17,11,0,0.186,0
16,10,1,0.3105,1
15,5,1,0.4975,1
20,2,0,0.7625,0
8,10,0,0.27,1
15,3,0,0.3805,0
14,7,0,0.307,1
14,6,0,0.43,0
14,3,1,0.471,1
11,9,0,0.529,1
17,2,0,0.3535,0
17,2,0,0.3375,0
18,10,0,0.3135,0
8,10,0,0.2515,1
13,9,0,0.291,1
11,4,0,0.6065,1
16,3,0,0.384,0
12,9,0,0.278,1
19,7,0,0.7575,0
17,5,0,0.434,0
8,5,0,0.484,1
7,7,0,0.2845,1
7,7,0,0.2935,1
16,2,0,0.3475,0
10,6,0,0.609,1
5,10,0,0.2145,1
12,9,0,0.2785,1
9,8,0,0.453,1
4,7,0,0.264,0
15,10,0,0.2185,0
18,10,0,0.332,0
21,10,1,0.888,0
19,3,0,0.6295,0
12,4,0,0.386,1
16,4,0,0.4105,0
10,3,0,0.5595,1
10,3,0,0.5565,1
19,3,1,0.6315,0
17,10,0,0.221,0
15,4,0,0.4095,0
20,4,0,0.765,0
13,5,0,0.426,0
13,2,1,0.462,1
6,10,0,0.217,0
13,9,0,0.2765,1
5,9,0,0.227,1
21,7,1,0.9225,0
21,2,1,0.884,0
9,6,0,0.545,1
13,10,0,0.24,1
21,10,1,0.8845,0
18,10,0,0.316,0
14,5,0,0.42,0
14,5,0,0.4355,0
11,3,0,0.585,1
18,10,0,0.329,0
15,11,0,0.205,0
11,4,0,0.621,1
19,8,0,0.738,0
18,8,0,0.3905,0
17,10,0,0.208,0
12,2,0,0.351,0
8,6,0,0.5035,1
15,4,1,0.496,1
14,2,0,0.3405,0
20,3,0,0.749,0
10,10,0,0.3825,1
16,3,1,0.4605,1
19,5,0,0.6675,0
9,10,0,0.332,1
17,4,0,0.403,0
15,9,0,0.252,0
20,5,0,0.7665,0
16,8,1,0.405,1
16,10,0,0.222,0
20,8,0,0.8535,0
20,4,0,0.782,0
17,2,0,0.353,0
9,10,0,0.31,1
11,2,0,0.612,1
18,3,0,0.529,0
19,8,0,0.7395,0
15,10,1,0.319,1
17,10,1,0.2975,1
12,8,0,0.3235,1
13,4,0,0.3985,0
9,10,0,0.308,1
14,10,0,0.2075,0
9,10,0,0.323,1
20,10,0,0.5415,0
5,3,0,0.4,0
21,8,1,0.921,0
15,8,0,0.2545,1
12,10,0,0.2535,1
5,3,0,0.377,0
20,8,0,0.8495,0
14,4,0,0.3965,0
12,6,0,0.4505,0
13,8,0,0.3,1
19,9,0,0.462,0
7,9,0,0.252,1
19,4,0,0.652,0
20,3,0,0.7465,0
8,4,0,0.422,0
12,10,0,0.227,1
12,4,0,0.408,0
18,10,0,0.317,0
16,9,0,0.238,0
12,10,0,0.2655,1
19,8,0,0.7375,0
21,10,1,0.896,0
6,3,0,0.3955,1
19,10,0,0.4405,0
20,11,0,0.509,0
8,6,0,0.4965,1
19,5,0,0.674,0
7,10,0,0.217,1
15,8,0,0.26,1
11,8,0,0.556,1
20,6,0,0.7755,0
20,10,0,0.558,0
15,6,0,0.435,0
15,6,0,0.4475,0
15,2,0,0.345,0
13,10,0,0.238,1
19,11,0,0.3935,0
20,2,0,0.759,0
12,7,0,0.324,1
10,11,0,0.3465,1
20,6,0,0.7685,0
17,4,0,0.4075,0
18,10,1,0.3615,1
18,10,0,0.324,0
21,3,1,0.8855,0
18,9,0,0.348,0
6,7,0,0.261,1
21,10,1,0.8875,0
13,5,0,0.4275,0
6,9,0,0.225,0
14,10,0,0.2125,0
10,2,0,0.546,1
14,11,1,0.275,1
16,5,0,0.425,0
16,9,0,0.234,0
10,10,0,0.3965,1
20,10,0,0.5385,0
17,7,0,0.2625,0
16,10,0,0.196,1
13,5,0,0.416,0
15,10,0,0.22,0
18,3,0,0.4985,0
17,7,0,0.2745,0
20,6,0,0.7685,0
9,8,0,0.4465,1
10,6,0,0.605,1
14,8,0,0.2755,1
13,11,0,0.207,0
15,8,0,0.2535,1
20,10,0,0.538,0
13,9,0,0.2635,1
12,3,0,0.38,0
11,10,0,0.4865,1
20,8,1,0.864,0
11,2,0,0.5605,1
16,6,0,0.4305,0
13,10,0,0.239,1
17,10,0,0.2125,0
12,9,0,0.2865,1
19,6,0,0.6805,0
13,8,0,0.301,1
10,9,0,0.4715,1
17,11,1,0.262,1
19,10,1,0.442,0
15,10,0,0.2065,0
13,11,0,0.215,1
8,10,0,0.264,1
13,7,0,0.337,1
13,5,0,0.4095,0
17,4,0,0.385,0
15,5,0,0.397,0
20,10,0,0.5245,0
21,10,1,0.8925,0
15,10,0,0.2245,0
11,10,0,0.458,1
20,10,0,0.532,0
15,3,0,0.3715,0
18,10,0,0.3155,0
18,6,0,0.5585,0
12,7,0,0.344,1
20,11,0,0.522,0
13,2,0,0.3605,0
14,10,0,0.2205,1
17,7,0,0.264,0
12,10,0,0.2515,1
20,4,0,0.772,0
16,10,0,0.208,0
21,11,1,0.6575,0
15,10,0,0.208,0
21,3,1,0.877,0
18,4,1,0.5145,0
10,10,0,0.3925,1
21,4,1,0.8865,0
13,7,0,0.327,1
12,2,0,0.3385,1
14,2,1,0.4545,1
14,6,0,0.411,0
20,9,0,0.823,0
19,6,0,0.662,0
13,11,0,0.1965,1
16,10,0,0.2105,0
9,10,0,0.3265,1
14,3,1,0.458,1
19,9,0,0.462,0
12,5,0,0.4205,0
15,8,1,0.4055,1
20,9,1,0.832,0
19,4,0,0.6605,0
21,9,1,0.9395,0
14,4,1,0.489,1
17,10,1,0.303,1
16,4,0,0.3805,0
20,11,0,0.503,0
15,11,0,0.2055,0
12,3,0,0.3805,0
17,10,0,0.197,0
20,3,0,0.7665,0
15,9,0,0.2215,0
20,10,0,0.5435,0
15,2,0,0.3605,0
12,5,0,0.422,0
18,7,1,0.6275,0
16,8,0,0.2405,1
5,11,0,0.202,0
10,10,0,0.3915,1
15,6,1,0.5155,1
20,10,0,0.527,0
21,2,1,0.885,0
10,10,0,0.418,1
14,4,0,0.3995,0
17,10,0,0.2215,0
12,10,0,0.252,1
10,9,0,0.493,1
15,5,0,0.4235,0
17,10,0,0.206,0
18,3,0,0.509,0
20,10,0,0.5505,0
14,9,0,0.246,1
9,10,0,0.3115,1
15,4,0,0.403,0
16,7,0,0.2725,0
14,10,0,0.2115,1
20,3,0,0.759,0
10,10,0,0.406,1
16,6,0,0.439,0
12,10,0,0.2535,1
9,3,0,0.5,1
17,7,0,0.263,0
14,4,0,0.3765,0
12,10,0,0.257,1
19,3,0,0.628,0
13,10,0,0.23,1
19,7,0,0.7795,0
17,3,0,0.3845,0
12,5,0,0.419,0
7,8,0,0.2525,1
15,10,1,0.3135,1
14,10,0,0.216,0
15,8,0,0.26,1
13,6,0,0.4345,0
20,4,0,0.764,0
5,5,0,0.419,0
15,6,0,0.445,0
10,8,0,0.531,1
20,10,0,0.5395,0
6,6,0,0.4485,1
14,7,0,0.3135,1
12,2,0,0.3645,0
16,7,0,0.272,1
10,7,0,0.545,1
9,10,0,0.313,1
20,9,0,0.7975,0
5,10,0,0.2205,0
15,5,0,0.4145,0
15,5,0,0.4285,0
14,10,1,0.317,1
13,10,0,0.2325,1
17,2,1,0.4625,1
14,10,0,0.2175,1
12,6,0,0.441,0
10,11,0,0.3405,1
14,5,1,0.5165,1
15,6,0,0.457,0
19,10,0,0.436,0
10,3,0,0.5775,1
13,10,0,0.2305,1
15,4,0,0.4205,0
12,10,0,0.256,1
18,10,0,0.326,0
15,2,0,0.346,0
15,11,0,0.203,0
4,5,0,0.424,1
15,10,0,0.215,0
8,8,0,0.3285,1
8,9,0,0.3,1
16,10,0,0.207,0
20,5,0,0.781,0
14,5,0,0.422,0
17,5,0,0.4125,0
8,11,0,0.241,1
14,10,0,0.219,1
15,10,0,0.2265,0
17,5,0,0.3965,0
16,10,0,0.2195,0
12,11,0,0.209,1
16,3,0,0.3595,0
18,10,0,0.3345,0
10,10,0,0.3565,1
12,8,0,0.315,1
15,10,0,0.2165,1
18,10,0,0.3305,0
14,6,0,0.4495,0
20,10,0,0.5565,0
12,9,0,0.2935,1
17,10,0,0.202,0
19,7,0,0.7615,0
20,6,1,0.8075,0
14,10,0,0.2225,0
17,10,0,0.2095,0
13,10,0,0.236,1
19,4,0,0.647,0
17,10,0,0.2185,0
12,9,0,0.2845,1
17,10,0,0.216,0
12,7,0,0.354,1
18,9,1,0.3905,1
21,10,1,0.879,0
14,2,0,0.353,0
17,2,0,0.3435,0
12,6,0,0.4525,0
10,4,0,0.5825,1
12,10,0,0.255,1
12,9,0,0.2905,1
12,3,0,0.384,0
14,10,0,0.226,0
12,9,0,0.268,1
14,10,0,0.208,1
13,5,0,0.4135,0
20,9,0,0.8095,0
16,3,0,0.3735,0
19,4,0,0.632,0
21,10,1,0.888,0
12,8,0,0.3165,1
15,3,0,0.3855,0
15,11,0,0.1965,0
16,2,0,0.3705,0
15,2,0,0.3515,0
12,7,0,0.348,1
7,7,0,0.2875,0
18,10,0,0.3325,0
10,4,0,0.584,1
19,5,0,0.661,0
9,2,0,0.4795,1
15,10,1,0.308,1
15,10,0,0.2155,1
14,6,0,0.433,0
15,7,0,0.29,1
12,10,0,0.243,1
15,4,0,0.3895,0
10,10,0,0.382,1
17,4,0,0.3985,0
9,10,0,0.335,1
12,9,0,0.2995,1
18,5,0,0.555,0
14,3,1,0.484,1
13,2,0,0.3645,0
14,8,1,0.4135,1
16,11,0,0.1885,0
11,2,0,0.564,1
16,10,0,0.207,0
9,9,0,0.3675,1
16,4,0,0.399,0
16,10,0,0.199,0
14,5,0,0.4015,0
16,11,0,0.189,0
21,10,1,0.8875,0
17,11,0,0.2045,0
20,11,0,0.538,0
16,10,0,0.1895,0
20,7,0,0.851,0
15,10,1,0.3365,1
12,10,0,0.2455,1
13,5,1,0.5155,1
15,3,0,0.398,0
14,8,0,0.272,1
17,8,0,0.252,0
16,6,1,0.54,1
20,3,0,0.76,0
16,11,0,0.204,0
20,8,0,0.8645,0
12,10,0,0.2505,1
16,4,1,0.5005,1
19,9,1,0.466,0
18,4,0,0.505,0
8,9,0,0.2815,1
20,9,0,0.8235,0
14,11,0,0.208,0
20,8,1,0.86,0
20,11,0,0.5155,0
10,11,0,0.358,1
11,5,0,0.6055,1
14,2,0,0.3675,0
16,7,0,0.2665,0
12,10,0,0.2545,1
5,9,0,0.233,0
18,10,0,0.335,0
18,11,0,0.272,0
19,8,0,0.7265,0
15,10,0,0.207,1
12,3,0,0.386,0
12,11,0,0.211,1
17,8,0,0.2325,0
18,4,0,0.5325,0
4,8,0,0.2375,1
20,9,0,0.823,0
13,6,0,0.4385,0
18,7,0,0.631,0
15,8,0,0.262,1
19,8,0,0.7305,0
17,10,0,0.204,0
15,10,0,0.2005,0
17,5,0,0.4075,0
19,11,0,0.3735,0
21,10,1,0.8975,0
14,10,0,0.2175,1
16,10,0,0.22,0
19,6,0,0.6735,0
18,3,1,0.519,1
19,2,0,0.618,0
16,7,0,0.2555,1
13,10,0,0.228,1
16,2,0,0.353,0
17,10,0,0.226,0
12,9,0,0.294,1
13,9,0,0.263,1
19,9,0,0.4875,0
15,8,0,0.255,1
19,10,0,0.4625,0
10,6,0,0.5975,1
19,6,0,0.6895,0
17,10,0,0.2205,0
13,11,0,0.2135,0
14,8,0,0.2795,1
19,4,0,0.617,0
12,6,0,0.446,0
14,2,0,0.3475,0
21,8,1,0.9405,0
17,11,0,0.21,0
18,7,0,0.63,0
20,7,0,0.863,0
19,8,0,0.73,0
18,2,0,0.478,0
7,9,0,0.242,1
18,4,0,0.5425,0
9,11,0,0.2565,1
13,10,0,0.238,1
6,11,0,0.2085,1
19,2,1,0.628,0
7,10,0,0.233,1
15,10,0,0.212,1
20,2,0,0.7525,0
11,8,0,0.5265,1
19,3,0,0.6455,0
7,10,0,0.2335,1
16,10,0,0.2065,0
12,4,0,0.3855,0
18,5,0,0.5225,0
9,10,0,0.3035,1
12,11,0,0.2025,1
11,11,0,0.386,1
20,10,0,0.5565,0
21,4,1,0.89,0
11,8,0,0.5595,1
17,3,0,0.383,0
10,10,0,0.3835,1
21,8,1,0.935,0
19,7,0,0.7745,0
11,7,0,0.5945,1
14,11,0,0.194,1
10,6,0,0.6055,1
12,6,0,0.44,0
17,11,0,0.19,0
20,11,0,0.5045,0
21,2,1,0.882,0
20,10,0,0.5475,0
13,8,1,0.3965,1
13,5,1,0.5205,1
10,11,0,0.346,1
20,3,0,0.7625,0
16,10,0,0.2075,0
20,4,0,0.772,0
16,10,0,0.21,0
16,2,0,0.3785,0
18,9,0,0.344,0
14,10,0,0.2175,0
20,10,0,0.5585,0
6,10,0,0.226,0
14,11,0,0.1995,0
11,9,0,0.519,1
17,4,0,0.408,0
12,10,0,0.259,1
11,10,0,0.475,1
15,10,0,0.216,0
13,10,0,0.226,0
18,2,0,0.495,0
9,5,0,0.5225,1
7,6,0,0.4585,1
8,10,0,0.2735,1
20,9,0,0.811,0
14,4,0,0.4005,0
8,10,0,0.2785,1
17,2,0,0.373,0
18,6,0,0.5695,0
8,7,0,0.4085,1
12,7,0,0.342,1
17,10,1,0.3155,1
10,9,0,0.49,1
19,2,0,0.628,0
15,5,1,0.5045,1
9,5,0,0.5145,1
18,7,0,0.623,0
16,10,0,0.2185,0
21,9,1,0.9475,0
12,9,0,0.2845,1
11,5,0,0.639,1
16,10,0,0.205,0
10,9,0,0.4585,1
16,9,0,0.219,0
15,10,0,0.23,0
16,3,0,0.3775,0
10,2,0,0.557,1
21,10,1,0.8915,0
20,10,1,0.5495,0
14,5,0,0.43,0
19,3,0,0.622,0
10,5,0,0.58,1
13,9,0,0.2685,1
10,10,0,0.383,1
15,10,0,0.2085,1
14,3,0,0.387,0
12,2,0,0.3635,1
20,9,1,0.8115,0
18,10,0,0.322,0
15,10,0,0.224,0
20,10,0,0.5475,0
10,11,0,0.3335,1
12,5,0,0.4455,0
20,6,0,0.794,0
12,6,0,0.4275,0
8,10,0,0.268,1
13,3,0,0.3755,0
18,10,0,0.3125,0
17,4,0,0.382,0
14,10,0,0.2295,1
13,8,0,0.3035,1
18,5,0,0.54,0
7,7,0,0.293,1
21,10,1,0.885,0
12,9,0,0.294,1
