player_total,dealer_card,soft,win_prob,best_move
20,10,0,0.5545,0
20,10,0,0.545,0
12,6,0,0.438,0
12,4,0,0.402,0
9,8,0,0.465,1
19,11,1,0.37,0
18,3,0,0.5135,0
15,4,0,0.394,0
15,9,0,0.252,0
5,7,0,0.2825,0
7,8,0,0.241,1
14,11,0,0.2075,0
10,2,0,0.5375,1
21,4,1,0.896,0
17,9,0,0.2155,0
14,10,1,0.32,1
20,4,0,0.767,0
13,8,0,0.296,1
12,11,0,0.2085,1
20,6,1,0.7815,0
16,4,0,0.397,0
12,2,0,0.3625,0
13,10,0,0.219,1
12,4,0,0.4105,0
20,2,0,0.722,0
19,10,0,0.4605,0
19,9,1,0.4735,0
9,10,0,0.3225,1
16,2,1,0.438,1
14,7,0,0.3045,1
8,11,0,0.2355,1
12,7,0,0.3405,1
18,2,0,0.476,0
13,6,0,0.44,0
20,5,0,0.777,0
9,5,0,0.547,1
12,5,0,0.4305,0
20,10,1,0.5415,0
15,10,0,0.2125,0
13,10,1,0.325,1
13,2,1,0.457,1
13,10,0,0.2255,1
15,8,0,0.2425,0
16,5,0,0.402,0
14,9,0,0.2505,1
14,10,0,0.2155,0
12,8,0,0.307,1
21,5,1,0.9025,0
20,10,1,0.5485,0
19,5,0,0.646,0
9,5,0,0.541,1
13,11,0,0.217,0
16,5,0,0.4295,0
15,10,0,0.212,1
15,10,0,0.2085,0
21,3,1,0.889,0
17,7,0,0.2595,0
19,10,1,0.416,0
13,5,0,0.429,0
11,6,0,0.647,1
20,3,0,0.7665,0
17,7,0,0.2555,0
13,10,0,0.215,1
17,10,0,0.203,0
16,8,0,0.257,0
12,10,0,0.266,1
16,2,0,0.3645,0
10,6,0,0.613,1
14,5,0,0.4095,0
12,3,0,0.374,0
14,8,0,0.278,1
17,9,1,0.357,1
15,10,0,0.2375,0
18,5,0,0.5285,0
9,3,0,0.5115,1
10,10,0,0.406,1
11,10,0,0.455,1
17,8,0,0.2425,0
14,3,0,0.3755,0
15,10,0,0.217,0
17,2,0,0.344,0
14,9,1,0.3555,1
21,11,1,0.633,0
21,3,1,0.8855,0
11,10,0,0.484,1
13,10,0,0.227,1
15,11,0,0.2,0
17,10,1,0.3005,1
20,7,0,0.8365,0
20,6,1,0.788,0
21,5,1,0.892,0
17,4,0,0.387,0
12,10,0,0.2525,1
18,10,1,0.3455,1
17,3,0,0.395,0
18,10,0,0.3275,0
20,10,0,0.5445,0
18,3,0,0.5005,0
9,7,0,0.512,1
16,3,0,0.3885,0
17,7,0,0.263,0
11,6,0,0.612,1
17,7,0,0.2825,0
19,9,0,0.4715,0
21,8,1,0.9435,0
20,7,1,0.8415,0
19,10,0,0.434,0
11,4,0,0.59,1
15,10,0,0.2235,0
14,5,0,0.4215,0
13,10,0,0.2375,1
15,4,0,0.4005,0
12,5,0,0.422,0
10,10,0,0.382,1
12,5,0,0.4195,0
4,2,0,0.366,0
15,7,0,0.268,1
13,9,0,0.271,1
14,10,1,0.337,1
16,3,1,0.4785,1
18,8,0,0.359,0
20,3,0,0.7455,0
16,8,0,0.2625,0
17,2,0,0.348,0
9,10,0,0.337,1
16,7,0,0.2675,0
18,10,1,0.358,1
19,10,0,0.4375,0
4,3,0,0.3835,1
12,8,0,0.3015,1
16,10,0,0.2235,0
20,10,0,0.5505,0
12,2,0,0.358,0
21,5,1,0.8895,0
13,2,0,0.3615,0
14,4,0,0.386,0
12,5,0,0.4435,0
5,10,0,0.2245,1
13,2,0,0.35,0
12,9,0,0.285,1
16,11,1,0.2855,1
10,7,0,0.565,1
10,10,0,0.387,1
13,10,0,0.2355,1
20,10,0,0.5465,0
18,10,0,0.3235,0
20,10,0,0.568,0
19,3,0,0.635,0
10,10,0,0.3925,1
20,10,0,0.5225,0
18,6,0,0.539,0
18,10,0,0.3325,0
9,10,0,0.317,1
17,10,0,0.2075,0
11,2,0,0.579,1
11,10,0,0.464,1
16,7,0,0.278,1
12,8,0,0.306,1
14,2,0,0.3575,0
19,10,1,0.444,0
20,10,0,0.534,0
11,7,0,0.5855,1
18,11,0,0.242,0
17,9,0,0.224,0
7,7,0,0.297,1
16,10,0,0.215,0
16,5,0,0.4175,0
14,10,0,0.2225,0
17,7,0,0.2655,0
13,10,0,0.23,1
11,7,0,0.5635,1
21,5,1,0.892,0
16,9,0,0.225,0
14,5,0,0.3935,0
17,9,0,0.23,0
21,10,1,0.8825,0
13,11,1,0.2745,1
20,9,1,0.806,0
15,10,1,0.3285,1
16,8,0,0.2375,0
19,11,1,0.379,0
12,9,0,0.2915,1
15,10,1,0.302,1
19,5,0,0.666,0
20,10,1,0.527,0
12,8,0,0.308,1
12,6,0,0.455,0
13,6,0,0.4325,0
11,10,0,0.4715,1
13,10,0,0.227,1
19,8,0,0.754,0
20,10,0,0.5315,0
16,10,0,0.2105,0
20,3,0,0.7525,0
13,7,0,0.297,1
16,4,1,0.493,1
20,10,0,0.5535,0
19,9,0,0.4805,0
12,2,0,0.3585,1
10,10,0,0.3695,1
19,7,0,0.746,0
19,10,1,0.448,0
10,6,0,0.6125,1
12,10,0,0.239,1
17,6,1,0.5355,1
21,2,1,0.8845,0
14,9,0,0.234,1
16,9,1,0.3545,1
21,7,1,0.925,0
16,10,0,0.2025,0
12,10,0,0.2495,1
19,4,0,0.6355,0
17,10,0,0.226,0
14,7,0,0.288,1
11,10,0,0.481,1
13,6,0,0.437,0
14,3,0,0.402,0
15,2,0,0.357,0
12,10,0,0.2465,1
21,5,1,0.8895,0
12,2,0,0.3735,0
16,2,0,0.3385,0
15,10,0,0.208,0
13,6,0,0.467,0
16,11,0,0.185,0
19,10,0,0.428,0
16,4,0,0.3835,0
14,7,0,0.303,1
20,10,0,0.5425,0
11,11,0,0.3835,1
20,7,0,0.844,0
20,6,0,0.784,0
6,10,0,0.2225,0
12,5,0,0.416,0
15,3,0,0.395,0
14,10,0,0.238,1
10,2,0,0.5635,1
20,10,0,0.5395,0
20,10,0,0.5615,0
12,10,0,0.2515,1
14,7,0,0.313,1
12,7,0,0.3575,1
14,2,0,0.3795,0
14,10,0,0.2285,0
17,5,1,0.5195,1
17,10,0,0.223,0
9,10,0,0.319,1
13,6,0,0.442,0
13,10,1,0.3205,1
13,5,1,0.526,1
14,7,0,0.309,1
13,9,1,0.38,1
20,6,0,0.7825,0
13,7,0,0.311,1
9,2,0,0.464,1
14,2,0,0.369,0
21,4,1,0.8915,0
14,10,0,0.2075,1
19,2,0,0.6225,0
13,3,0,0.3855,0
15,10,0,0.211,0
13,4,0,0.405,0
16,11,1,0.278,1
17,5,0,0.4405,0
12,7,0,0.3555,1
4,3,0,0.3825,0
7,10,0,0.2135,0
18,10,0,0.3245,0
18,5,0,0.5615,0
8,5,0,0.459,1
12,10,0,0.2625,1
6,6,0,0.4495,0
9,8,0,0.4515,1
17,10,0,0.2185,0
18,5,0,0.5505,0
10,7,0,0.5585,1
11,5,0,0.628,1
20,8,0,0.842,0
14,3,0,0.393,0
14,3,0,0.376,0
20,7,1,0.8465,0
20,2,0,0.7575,0
15,7,0,0.296,1
19,11,0,0.3775,0
15,4,0,0.4165,0
20,10,0,0.554,0
16,2,0,0.354,0
18,2,0,0.496,0
13,5,0,0.399,0
19,9,0,0.4635,0
21,11,1,0.625,0
14,9,0,0.2435,1
15,4,0,0.403,0
18,8,1,0.419,1
21,5,1,0.881,0
12,8,0,0.3085,1
9,9,0,0.369,1
11,2,0,0.568,1
18,5,1,0.541,1
17,2,0,0.35,0
12,2,0,0.3735,0
12,10,0,0.255,1
13,10,0,0.2365,1
14,9,0,0.26,1
12,8,0,0.314,1
15,9,0,0.2475,1
12,2,0,0.35,0
15,7,0,0.2955,1
12,3,0,0.3625,0
21,11,1,0.6465,0
18,10,1,0.35,1
13,11,0,0.2105,0
15,10,0,0.214,0
13,11,0,0.1945,0
13,11,0,0.2095,1
15,6,0,0.4325,0
15,3,1,0.4655,1
14,2,0,0.3615,0
10,8,0,0.543,1
13,11,0,0.204,0
12,9,0,0.296,1
15,10,0,0.22,0
13,10,0,0.234,1
10,11,0,0.3555,1
13,2,0,0.3805,0
8,4,0,0.4535,1
7,6,0,0.45,1
20,10,0,0.5505,0
9,10,0,0.317,1
12,8,0,0.336,1
16,10,0,0.204,0
15,7,0,0.292,1
21,4,1,0.8875,0
18,10,0,0.3175,0
20,10,0,0.5445,0
13,10,0,0.2355,1
12,9,0,0.2775,1
13,4,1,0.501,1
4,4,0,0.408,0
16,6,0,0.439,0
21,10,1,0.875,0
13,3,0,0.384,0
9,5,0,0.5235,1
15,7,0,0.2875,1
12,10,0,0.2475,1
8,6,0,0.481,1
12,4,0,0.389,0
14,3,0,0.379,0
6,4,0,0.418,0
20,9,0,0.837,0
21,10,1,0.8875,0
20,4,0,0.7775,0
20,8,0,0.848,0
19,2,1,0.6265,0
11,4,0,0.5935,1
11,7,0,0.554,1
19,10,0,0.442,0
9,5,0,0.518,1
12,11,0,0.2105,1
12,3,0,0.382,0
4,10,0,0.228,1
16,7,0,0.25,1
16,4,0,0.38,0
10,10,0,0.401,1
14,8,1,0.3925,1
7,9,0,0.2425,1
21,10,1,0.893,0
20,8,0,0.8655,0
16,10,0,0.2175,0
11,10,0,0.486,1
12,10,0,0.262,1
20,2,0,0.7495,0
12,10,0,0.256,1
10,10,0,0.387,1
19,10,1,0.4345,0
15,8,0,0.2615,1
11,10,0,0.4745,1
14,4,0,0.411,0
12,2,0,0.36,0
14,10,0,0.2245,1
14,4,0,0.423,0
16,10,0,0.2055,0
20,6,0,0.7845,0
18,10,0,0.312,0
20,10,0,0.549,0
17,2,0,0.3655,0
20,8,1,0.8645,0
16,3,0,0.384,0
8,5,0,0.487,1
20,7,0,0.8315,0
20,6,0,0.7925,0
14,10,0,0.2225,1
20,10,1,0.549,0
20,5,0,0.771,0
12,10,0,0.253,1
19,10,0,0.447,0
8,9,0,0.273,1
14,10,0,0.214,1
9,2,0,0.4885,1
17,7,0,0.2525,0
20,3,0,0.7695,0
17,10,0,0.2065,0
15,8,0,0.25,1
12,7,0,0.362,1
14,10,0,0.21,0
15,8,0,0.257,1
14,6,0,0.446,0
11,10,0,0.493,1
13,8,0,0.2735,1
11,11,0,0.372,1
15,4,0,0.4025,0
9,4,0,0.508,1
20,4,0,0.793,0
11,10,0,0.4995,1
13,8,0,0.3165,1
21,10,1,0.8895,0
20,11,0,0.5125,0
13,10,0,0.236,1
20,10,0,0.552,0
17,4,0,0.3915,0
15,6,0,0.443,0
6,6,0,0.435,1
9,9,0,0.359,1
14,10,0,0.219,1
7,7,0,0.3005,1
8,4,0,0.4805,1
14,2,0,0.3525,0
20,10,1,0.547,0
7,6,0,0.4565,0
10,10,0,0.3885,1
7,4,0,0.422,0
13,8,1,0.402,1
18,11,0,0.2485,0
6,10,0,0.2185,0
14,11,0,0.196,0
16,6,0,0.4175,0
11,2,0,0.567,1
10,9,0,0.4795,1
16,8,0,0.251,0
17,10,0,0.218,0
6,9,0,0.2355,1
16,8,0,0.243,1
20,3,0,0.7855,0
6,7,0,0.273,1
18,7,0,0.635,0
15,9,0,0.24,0
14,4,0,0.4145,0
13,10,0,0.2345,1
13,6,0,0.454,0
15,10,0,0.212,0
18,3,0,0.5,0
14,3,0,0.383,0
14,5,1,0.5155,1
16,11,0,0.181,0
8,9,0,0.2795,1
9,7,0,0.5,1
13,10,0,0.235,1
13,5,1,0.5095,1
6,10,0,0.2115,0
20,10,0,0.5595,0
13,10,0,0.242,1
12,10,0,0.233,1
12,10,0,0.24,1
15,10,0,0.215,0
11,10,0,0.4425,1
12,7,0,0.364,1
19,11,0,0.3935,0
16,10,0,0.2235,0
19,8,0,0.7555,0
10,4,0,0.61,1
5,8,0,0.247,0
11,9,0,0.548,1
16,11,1,0.277,1
19,10,0,0.459,0
17,10,0,0.204,0
21,5,1,0.89,0
18,10,0,0.322,0
16,3,0,0.3845,0
17,10,0,0.219,0
14,2,0,0.3445,0
14,2,0,0.3755,0
15,3,0,0.362,0
18,11,0,0.2475,0
12,10,0,0.26,1
10,9,0,0.4885,1
12,10,0,0.251,1
8,10,0,0.274,1
13,11,1,0.2855,1
15,10,0,0.2155,1
12,10,0,0.253,1
16,2,0,0.3485,0
19,10,0,0.439,0
13,2,0,0.3365,0
16,6,0,0.4465,0
20,7,0,0.8315,0
12,6,0,0.431,0
12,3,0,0.3875,0
21,10,1,0.896,0
13,10,0,0.2235,0
19,9,1,0.47,0
21,5,1,0.88,0
16,7,0,0.2665,1
14,11,0,0.2,0
14,8,0,0.278,1
20,10,0,0.55,0
13,4,0,0.402,0
17,9,0,0.2335,0
17,10,0,0.201,0
15,10,0,0.218,0
18,10,0,0.3275,0
9,10,0,0.3065,1
15,10,0,0.204,0
20,10,1,0.536,0
8,10,0,0.271,1
15,4,0,0.4045,0
11,6,0,0.6325,1
18,2,0,0.5115,0
21,11,1,0.6395,0
10,11,0,0.3425,1
12,5,0,0.408,0
9,11,0,0.263,1
10,10,0,0.4085,1
13,11,0,0.213,1
8,10,0,0.2655,1
14,3,0,0.3835,0
17,10,0,0.2015,0
13,6,0,0.442,0
12,10,0,0.255,1
14,2,0,0.356,0
18,10,0,0.2895,0
16,10,0,0.2,0
15,11,0,0.2105,0
14,3,0,0.3795,0
14,3,0,0.39,0
12,10,0,0.255,1
13,10,0,0.2275,1
15,10,0,0.2135,0
14,4,0,0.3955,0
19,9,0,0.4655,0
15,10,1,0.3175,1
13,10,0,0.2365,1
17,3,0,0.3795,0
20,10,0,0.5695,0
17,10,1,0.321,1
20,7,0,0.841,0
14,2,0,0.35,0
13,8,0,0.297,1
16,10,0,0.214,0
16,6,0,0.4495,0
11,6,0,0.6285,1
9,3,0,0.485,1
10,10,0,0.3985,1
10,3,0,0.564,1
15,10,0,0.2325,0
9,10,0,0.3315,1
4,6,0,0.4525,1
20,6,0,0.788,0
13,7,0,0.3115,1
14,2,0,0.3675,0
17,10,1,0.3085,1
13,5,0,0.425,0
17,8,0,0.26,0
14,10,0,0.2205,1
9,11,0,0.2885,1
20,2,0,0.755,0
17,4,0,0.3965,0
20,10,0,0.5355,0
10,9,0,0.509,1
15,10,0,0.2205,0
13,8,0,0.3175,1
21,7,1,0.92,0
8,10,0,0.2455,1
12,2,0,0.3675,0
7,11,0,0.2075,1
20,10,0,0.5615,0
9,10,0,0.31,1
9,5,0,0.51,1
12,7,0,0.345,1
12,10,0,0.248,1
13,3,0,0.3705,0
9,10,0,0.3095,1
10,9,0,0.4875,1
19,8,1,0.7385,0
16,10,0,0.2155,0
17,6,0,0.4355,0
19,11,1,0.3905,0
18,7,0,0.6265,0
12,5,0,0.409,0
5,2,0,0.3625,0
16,9,0,0.2275,0
12,9,0,0.2975,1
13,10,0,0.249,1
15,5,0,0.417,0
19,11,0,0.376,0
15,10,1,0.3225,1
8,6,0,0.498,1
12,10,0,0.26,1
20,9,0,0.8265,0
15,2,0,0.364,0
18,10,0,0.334,0
14,4,0,0.393,0
21,5,1,0.895,0
19,2,1,0.6315,0
15,9,0,0.256,1
11,6,0,0.6235,1
13,10,0,0.242,1
12,10,0,0.2475,1
18,3,0,0.5095,0
17,10,1,0.31,1
11,5,0,0.6225,1
17,10,0,0.218,0
18,6,1,0.561,0
20,9,0,0.8225,0
9,10,0,0.315,1
12,10,0,0.2575,1
13,10,0,0.2375,1
9,8,0,0.4575,1
19,8,0,0.738,0
14,3,0,0.385,0
13,8,0,0.2865,1
20,9,0,0.814,0
17,8,0,0.245,0
19,9,0,0.4685,0
20,2,0,0.749,0
18,10,0,0.311,0
15,3,0,0.3665,0
21,8,1,0.923,0
20,10,0,0.525,0
17,10,0,0.1975,0
15,7,0,0.287,1
17,10,1,0.3035,1
16,2,0,0.3635,0
19,3,0,0.637,0
15,10,0,0.2225,0
19,10,1,0.412,0
17,9,1,0.3655,1
15,5,0,0.4245,0
9,4,0,0.5195,1
15,9,1,0.3655,1
14,5,0,0.425,0
11,8,0,0.549,1
14,2,0,0.368,0
9,10,0,0.3175,1
6,8,0,0.247,1
16,9,0,0.2255,0
15,5,0,0.4065,0
6,3,0,0.3855,0
10,3,0,0.5885,1
15,4,1,0.4845,1
13,11,0,0.219,0
13,11,0,0.205,0
17,5,0,0.413,0
19,11,1,0.393,0
18,2,0,0.486,0
14,9,1,0.347,1
13,9,1,0.368,1
21,8,1,0.929,0
13,9,1,0.345,1
15,6,0,0.432,0
17,10,0,0.2095,0
14,10,0,0.2175,0
5,2,0,0.362,0
16,9,0,0.2345,0
7,7,0,0.2765,1
18,6,1,0.5655,1
20,9,0,0.8185,0
16,10,0,0.2095,0
11,10,0,0.4815,1
20,10,0,0.553,0
15,11,0,0.203,0
15,9,0,0.2215,0
21,10,1,0.8955,0
20,3,0,0.76,0
10,7,0,0.544,1
15,2,0,0.355,0
13,6,1,0.5345,1
20,7,0,0.836,0
16,11,0,0.204,0
20,9,0,0.8075,0
12,10,0,0.242,1
20,10,0,0.5405,0
12,3,0,0.386,0
19,6,0,0.6795,0
17,8,0,0.235,1
17,7,0,0.268,0
14,3,0,0.357,0
11,5,0,0.6095,1
18,10,0,0.322,0
18,9,0,0.372,0
15,7,0,0.2805,1
13,9,0,0.2685,1
20,7,0,0.863,0
21,7,1,0.9195,0
12,3,0,0.3715,0
20,5,0,0.7985,0
15,10,0,0.2245,0
20,5,0,0.769,0
15,10,0,0.21,0
21,11,1,0.6475,0
14,2,1,0.4305,1
16,8,0,0.2595,0
19,5,0,0.6355,0
20,11,1,0.5015,0
10,10,0,0.407,1
16,3,1,0.488,1
16,9,0,0.24,0
13,9,0,0.2695,1
20,4,0,0.769,0
6,10,0,0.208,1
13,4,0,0.4035,0
15,10,0,0.214,0
17,5,0,0.427,0
13,3,0,0.377,0
9,10,0,0.3005,1
13,11,0,0.2075,0
16,5,0,0.417,0
15,5,0,0.4225,0
17,10,0,0.2205,0
5,9,0,0.2305,1
17,10,0,0.212,0
13,10,0,0.248,1
14,9,0,0.267,1
20,3,0,0.7695,0
9,3,0,0.4945,1
13,8,0,0.3045,1
19,10,0,0.437,0
11,6,0,0.628,1
17,8,0,0.2385,0
5,9,0,0.224,1
16,9,0,0.2235,0
17,10,0,0.205,0
20,2,0,0.744,0
5,10,0,0.2235,0
15,10,0,0.223,0
12,8,0,0.3215,1
7,10,0,0.2355,0
10,10,0,0.4045,1
14,11,0,0.1835,0
15,11,0,0.1965,0
10,10,0,0.4005,1
6,8,0,0.252,1
20,9,1,0.8245,0
21,6,1,0.8935,0
19,4,0,0.655,0
14,8,0,0.27,1
13,6,1,0.525,1
5,8,0,0.2385,0
16,9,0,0.234,0
14,5,0,0.4125,0
19,10,0,0.4135,0
21,9,1,0.9405,0
17,8,0,0.247,0
16,10,0,0.223,0
11,10,0,0.4685,1
9,2,0,0.485,1
5,5,0,0.423,1
12,7,0,0.34,1
16,3,0,0.379,0
12,11,0,0.21,1
20,9,0,0.815,0
19,10,0,0.434,0
20,10,0,0.5415,0
11,9,0,0.519,1
10,4,0,0.564,1
7,8,0,0.2495,1
14,7,0,0.3135,1
20,6,0,0.775,0
20,7,0,0.834,0
13,2,0,0.349,0
17,11,0,0.1885,0
20,10,0,0.5475,0
17,9,0,0.207,1
15,10,0,0.2025,0
14,10,0,0.2025,1
17,11,0,0.194,0
19,6,0,0.6655,0
15,4,0,0.4215,0
7,5,0,0.4175,0
17,3,0,0.3685,0
11,4,0,0.6065,1
16,9,0,0.229,0
13,6,0,0.4615,0
20,9,0,0.8025,0
12,10,0,0.2415,1
14,10,0,0.2275,1
16,10,0,0.224,0
20,10,0,0.531,0
14,2,0,0.3455,0
11,5,0,0.6315,1
9,3,0,0.5065,1
16,10,0,0.198,0
13,10,1,0.353,1
14,6,0,0.4415,0
7,7,0,0.2865,1
20,7,0,0.855,0
19,8,0,0.73,0
12,8,0,0.3085,1
12,10,0,0.255,1
9,4,0,0.522,1
14,10,0,0.227,1
13,10,0,0.2345,1
20,5,0,0.774,0
13,7,0,0.322,1
20,2,0,0.7415,0
17,4,0,0.409,0
9,4,0,0.5075,1
19,10,0,0.4375,0
16,9,0,0.248,0
8,10,0,0.2795,1
16,4,1,0.4985,1
19,11,0,0.3905,0
12,10,0,0.262,1
20,4,0,0.7805,0
19,9,1,0.477,0
21,8,1,0.936,0
12,8,0,0.321,1
14,5,0,0.407,0
13,10,1,0.3135,1
21,8,1,0.9245,0
20,3,0,0.769,0
14,10,0,0.213,0
17,10,0,0.21,0
19,3,0,0.6455,0
13,2,0,0.3665,0
13,8,0,0.319,1
6,3,0,0.384,1
10,10,0,0.409,1
9,5,0,0.522,1
20,8,0,0.8595,0
9,9,0,0.3555,1
16,11,0,0.212,0
18,8,0,0.3825,0
9,10,0,0.321,1
12,10,0,0.25,1
13,11,0,0.2125,1
13,10,0,0.234,1
21,6,1,0.894,0
19,10,0,0.439,0
8,10,0,0.2815,1
12,8,0,0.311,1
20,11,0,0.52,0
13,2,0,0.375,0
16,5,0,0.408,0
17,5,0,0.4345,0
9,10,0,0.3025,1
12,10,0,0.246,1
6,3,0,0.387,0
20,10,0,0.5265,0
12,7,0,0.341,1
21,10,1,0.908,0
12,10,0,0.2535,1
13,9,0,0.277,1
15,11,0,0.206,0
17,10,0,0.2125,0
17,10,1,0.3205,1
16,3,0,0.373,0
14,10,0,0.227,0
7,5,0,0.437,1
13,11,0,0.193,1
17,10,0,0.213,0
6,7,0,0.2805,1
8,10,0,0.2525,1
11,10,0,0.477,1
17,5,0,0.428,0
14,10,0,0.223,0
11,10,0,0.4645,1
12,11,0,0.222,1
17,3,1,0.477,1
20,9,0,0.8375,0
11,8,0,0.532,1
12,9,0,0.2795,1
20,11,0,0.5045,0
20,9,0,0.8225,0
12,7,0,0.3325,1
20,5,0,0.7745,0
21,4,1,0.887,0
15,10,0,0.209,0
20,4,0,0.767,0
21,2,1,0.8885,0
20,5,0,0.774,0
20,10,0,0.5325,0
16,4,1,0.514,1
21,10,1,0.884,0
10,3,0,0.552,1
20,3,0,0.7685,0
12,5,0,0.408,0
21,10,1,0.89,0
13,10,0,0.252,1
19,2,0,0.621,0
12,10,0,0.257,1
16,10,0,0.209,0
12,10,0,0.262,1
14,11,0,0.1985,0
17,10,0,0.2035,0
12,3,0,0.364,0
17,9,1,0.3475,1
17,8,0,0.2435,0
9,10,0,0.304,1
21,3,1,0.873,0
20,5,0,0.778,0
12,10,0,0.2535,1
13,4,0,0.404,0
9,5,0,0.5325,1
20,6,0,0.792,0
20,2,0,0.756,0
12,9,0,0.2795,1
10,10,0,0.386,1
12,10,0,0.2305,1
21,5,1,0.8895,0
13,3,1,0.4845,1
13,10,0,0.237,1
20,5,0,0.7825,0
14,10,0,0.2175,1
19,10,0,0.4555,0
17,3,0,0.3835,0
9,9,0,0.363,1
16,10,0,0.212,0
11,5,0,0.6105,1
14,2,0,0.371,0
12,2,0,0.3655,0
4,8,0,0.2385,0
10,6,0,0.617,1
19,3,0,0.6355,0
17,10,1,0.322,1
18,10,0,0.306,0
15,10,0,0.218,0
11,2,0,0.571,1
15,9,0,0.2465,1
13,10,0,0.238,1
19,6,0,0.6745,0
16,8,0,0.2585,0
9,8,0,0.4505,1
17,8,1,0.385,1
17,8,0,0.244,0
14,4,0,0.41,0
13,5,0,0.4125,0
6,10,0,0.2085,1
10,7,0,0.5565,1
17,6,0,0.4615,0
9,10,0,0.338,1
20,10,1,0.5575,0
13,10,0,0.221,0
20,10,0,0.561,0
14,7,1,0.4455,1
10,4,0,0.576,1
18,10,1,0.3355,1
13,10,0,0.2495,1
21,5,1,0.8865,0
12,8,0,0.3155,1
12,3,0,0.382,0
15,6,0,0.434,0
20,6,0,0.7935,0
16,10,0,0.2225,0
11,4,0,0.6085,1
13,7,1,0.421,1
17,10,1,0.319,1
20,2,0,0.7575,0
17,7,0,0.2725,0
20,10,0,0.556,0
16,10,0,0.191,0
18,9,0,0.352,0
21,5,1,0.8985,0
14,9,0,0.255,1
14,9,0,0.2405,1
15,9,0,0.2215,1
11,2,0,0.576,1
19,7,0,0.7595,0
12,7,0,0.3405,1
11,9,0,0.5405,1
20,11,0,0.5215,0
18,8,1,0.422,1
12,7,0,0.363,1
17,8,0,0.2505,0
14,10,0,0.201,1
13,8,0,0.3125,1
20,11,1,0.52,0
19,9,0,0.449,0
18,5,1,0.5395,0
21,10,1,0.873,0
12,6,0,0.4375,0
17,10,0,0.2105,0
14,10,0,0.216,1
13,10,0,0.231,1
13,11,0,0.202,1
12,7,0,0.346,1
17,11,0,0.2,0
12,4,0,0.388,0
20,10,0,0.55,0
13,10,1,0.3235,1
13,10,0,0.224,1
6,10,0,0.216,1
13,8,0,0.3115,1
16,11,0,0.1945,0
14,3,1,0.464,1
17,9,0,0.233,0
18,7,0,0.6195,0
20,11,0,0.4985,0
12,11,0,0.209,1
20,10,0,0.5485,0
14,9,0,0.2635,1
14,6,0,0.431,0
16,2,0,0.353,0
13,7,0,0.3045,1
14,5,0,0.401,0
16,3,0,0.38,0
16,2,1,0.4725,1
19,10,0,0.439,0
8,8,0,0.2985,1
17,8,1,0.39,1
17,5,0,0.4165,0
14,2,0,0.354,0
7,7,0,0.2875,1
19,10,0,0.429,0
7,4,0,0.396,1
15,9,0,0.233,0
21,8,1,0.931,0
14,3,0,0.371,0
20,10,1,0.5255,0
13,8,0,0.309,1
16,2,0,0.3465,0
8,10,0,0.263,1
12,2,0,0.3665,0
20,5,1,0.7925,0
13,10,0,0.2425,1
9,10,0,0.299,1
14,2,0,0.348,0
14,11,0,0.1875,0
20,11,0,0.5135,0
17,8,1,0.386,1
11,7,0,0.5875,1
12,9,0,0.2815,1
12,10,0,0.263,1
9,9,0,0.3635,1
15,7,0,0.2835,1
17,10,0,0.2015,0
8,8,0,0.328,1
18,10,0,0.3285,0
17,7,0,0.253,0
17,7,0,0.255,0
17,10,0,0.218,0
13,4,0,0.4075,0
15,10,0,0.219,1
8,10,0,0.268,1
19,3,0,0.638,0
5,10,0,0.197,1
9,5,0,0.533,1
9,10,0,0.2895,1
14,4,0,0.414,0
12,10,0,0.2505,1
12,4,0,0.4165,0
15,3,1,0.4885,1
18,11,0,0.261,0
16,4,1,0.487,1
17,11,0,0.187,0
10,10,0,0.3855,1
14,2,0,0.3575,0
13,7,0,0.3145,1
21,8,1,0.928,0
15,3,1,0.474,1
18,4,0,0.519,0
11,6,0,0.6215,1
20,10,0,0.5425,0
15,10,0,0.2045,0
10,4,0,0.5765,1
12,9,0,0.288,1
16,6,0,0.445,0
14,8,0,0.278,1
14,2,0,0.379,0
16,4,0,0.4075,0
20,8,0,0.8555,0
12,4,0,0.384,1
16,7,0,0.268,0
13,8,1,0.399,1
19,4,0,0.6485,0
16,4,0,0.3835,0
20,8,0,0.8595,0
19,10,0,0.4295,0
12,10,0,0.2645,1
16,8,0,0.248,0
13,5,0,0.4225,0
12,10,0,0.2735,1
15,5,0,0.421,0
17,4,1,0.4995,1
11,2,0,0.591,1
13,4,0,0.3945,0
16,10,0,0.193,0
18,11,0,0.2665,0
11,3,0,0.5995,1
10,11,0,0.359,1
19,5,0,0.657,0
20,3,0,0.7875,0
11,7,0,0.5905,1
19,7,0,0.7645,0
14,5,0,0.394,0
20,10,1,0.538,0
8,5,0,0.46,1
20,3,0,0.776,0
10,6,0,0.625,1
15,6,0,0.444,0
21,3,1,0.8815,0
13,2,0,0.342,0
21,9,1,0.9395,0
16,10,0,0.209,0
18,4,0,0.5175,0
11,4,0,0.6095,1
15,11,0,0.196,0
20,8,0,0.858,0
20,3,0,0.7575,0
20,10,0,0.5415,0
19,10,0,0.4265,0
10,8,0,0.5385,1
14,3,0,0.3755,0
21,10,1,0.879,0
9,10,0,0.3085,1
15,3,0,0.368,0
14,11,0,0.207,0
6,8,0,0.242,0
6,5,0,0.4355,0
16,4,0,0.417,0
